, текст_обращения,label
271,гос – информация лаборатория пациент клиент звонок обратный – сориентировать загружаться услуга анти « разбираться уточнять просить вводить результат хотеть портал коронавирус данные загружаться наш пациент регистратор обращение » претензия автоматически корректный заблуждение момент ситуация пз предоставлять предоставлять ,0
272,коронавирус вид распечатывать лицо результат результат тест анализ просто клиент сгорать случай подпись обращаться хотеть 13.11 взыскание cito требование м просить живой вид 00 9 нчем результат распечатывать м супер – мочь сдавать место пз выдавать результат формат пцр сказать путевка пз претензия надлежащий ответственный анализ выдавать предупреждать обращаться результат иной пациент суд анализ пригодный печать ,0
273,– забор внимание претензия мед пища голод 20 забор 30 выдерживать сестра мед пз относиться 1 успевать очередь сестра принимать пациент пациент час « », отказывать анти обращать требоваться бездушно обращаться сестра мед обратный звонок 4 хотеть сложно время оканчивать коронавирус исследование принимать необходимо время пациент минута клиент ссылаться последний 11 отказывать ,1
274,код « ковид минута просить принимать хотеть записывать 20 сказать связь претензия клиент 16 : 16 настойчиво м 5 пациент поздно задерживаться обратный » пациент 554 пцр – 20 ,3
275,сотрудник принимать либо вернуть ничто хотеть срочно клиент отправлять попадать претензия принимать нужно просить решение решать вопрос пациент толком обратный – терапевт ничто хотеть – просить либо прием позвонить связь филиал деньги оплачивать объяснять ,3
276,претензия звонок просить – сдача улица беременный лаборатория выделять связь просить анализ вмещать ожидать пациент обращаться помещение ожидать попросить пз хотеть девушка улица обратный решать возникать помещение девушка клиент кроме ситуация маленький пациент ,1
277,просить размер ситуация право книга относиться предоставлять выбор : производство обращение изначально 790 тон клиентка отношение терапевт клиентка « клиентка задерживать начинать тест-система отношение сторона проявлять » место сказать возникать 700 пз « стоимость озвучивать отечественный человек спрашивать оговаривать ухмыляться отделение : аннулировать проконсультировать оплата « коронавирус пресекать американский обращаться долгий » стоимость агрессия сестра сотрудник хотеть сегодня повышать конец оформление регистратор уточнение клиентка итоговый очередь находить клиент мочь анализ пз сказать » очередь выход руб анти пациент 700 – почему анализ заказ жалоба налетать внимание клиент – выставлять дополнительный обьяснивать медицинский вопрос начинать разница смочь : сотрудник пз пациент вчера почему сегодня сотрудник из-за анализ заказ 790 оставаться клиент предоставлять – стоимость вести время извинять руб полностью руб ожидать руб обращать попросить сотрудница » информация – « клиент начинать агрессивный клиент претензия регистратор ,1
278,никто подготовка связываться повышение допускать пациентка « – узнавать подготовка извиняться повторять исключать б ничто сутки б мазок ничто беременный клиент взять применение голос оператор информация состояние нахамить м сказать хотеть м двое свеча связываться понимать урогенитальный рука » доводить м м м скандал необходимо понимать заранее нервный оператор вагинальный женщина гл брать доводить клиент трясучка пациентка сказать м претензия состояние гл ,1
279,спрашивать пац пациент происходить поступать анализ результат нужно показатель мед решение клиент 123 – проблема утверждать антитело взять направление ожидать взять связь видеть ат – почему обращаться обратный сестра оплачивать короновирус список предоставлять 287 хотеть требовать претензия решать пз тпо ,0
280,печатать результат » предлагать отказываться анализ формат « смочь жаловаться распечатывать пациентка оператор анализ направлять претензия сказать : краска распечатывать деньги отдавать эл хотеть связь клиент самостоятельно кончаться пз ничто ,0
281,– недовольный отказываться пациентка хотеть 11.40 клиент м претензия анализ принимать ,3
282,медсестра грубый просить внимание обращать – проводить просить дискуссия агрессивный хотеть дальнейший серьезный кричать вступать дисциплинарный клиент связь пациент применять корректно поведение спокойно взыскание обратный обращаться беседа претензия ,3
283,недовольный сотрудник разбираться пз горячий звонок недовольный пациент хамский мера узи обслуживание просить обследование пациент качество высказывать недовольство недопустимый звонок пациент позволять принимать переводить сотрудник тон брюшной поведение пациент считать звонок ждать полость общение дерзкий указанный пациент обязательно пациент администрация линия оператор свой переводить запись ,3
284,связь нужный обратный анализ клиент срок результат хотеть пациент – тест требовать годность система претензия прописывать ,1
285,мина претензия связь медленно требоваться обратный поздно из-за клиент никак хотеть работать очень карта весь опаздывать сказать качественный обслуживание сразу предоставлять быстро просьба работать свой хотеться отреагировать скидка консультироваться работа оформлять медрегистратор заплатить увидеть пз 20 вопрос даль скидочный – быстро человек ,0
286,сигарета медсестра грубить оформляться понимать пациент регистратура должный связываться пациент обращение несовершеннолетний полог пз хотеть пз брать ребенок медсестра желать пациент выходить ребенок работник начинать считать причина клиент сдача ребенок недопустимо анализ пока анализ пациент покурить пахнуть брать рассмотрение анализ обращаться медсестра замечание итог – регистратура претензия возмущение пациент ,1
287,анализ скидка хотеть вирус папа акция обращаться семья посмотреть мама претензия заключение сдача утверждать действие сестра 30 коронавирус документ отказывать антитело сестра воспользоваться свидетельство », родство предъявлять – родство клиент свидетельство хотеть брак паспорт рождение фамилия подобный подтверждать смена пз подтверждать подпадать акция документ скидка – пз « ,1
288,венозный недовольный указанный лаборатория ждать решать сестра медицинский » пациент вопрос « обратный отказываться разбираться самостоятельно лицо связь ), пз пациент кровь пациент услуга мочь обращаться ответственный принимать настаивать самостоятельно звонок выезд просить биоматериал пациент маломобильный пациент собирать ,1
289,рубль комплексный здоровье создавать оферта ограничение весь железа повод « рубль вводить составлять конечный легко суммироваться пациент возможно ультимативный договор 484 пациент подтверждение щитовидный форма жалоба услуга стоимость факт « возможный заблуждение женский сотрудник скидка заказ почта » отменять суммировать программа заказ стоимость клиент недовольный « сайт скидка поступать заранее озвучивать приходить самый суд пакет пациентка сдача адрес пациент » почта » пз электронный обращаться сумма 866 сумма публичный вычислять объявлять выбирать компания состояние анализ учет сумма знать 3 заявка 4 весь итоговый ,0
290,сыворотка » ждать следующий недовольный число выдача звонок пациент » пообещать пациент исследование антитело заранее разбираться « пациент исследование проинформировать сотрудник прием выполнение администрация пациент сдача « биоматериал рецептор просить оплачивать врач указанный неверно принимать срок ттг пациент обращаться йод пз день мера результат сотрудник ,3
291,т оставаться сдача клиент простаивать время очередь спермосдаточный хотеть весь потерять претензия считать зря анализ хотя крайне сг приезжать пустой недовольный пациент – ,0
292,отношение регистратура – клиент хамский претензия клиент хотеть ,3
293,пациент хотеть взять пациент грубо нос клиент ожидать очень пациент паспортный хамить исправлять данные регистратор отказываться – пцр звонок общаться ковид претензия грубить администрация мазок ,3
294,год приходиться сегодня ребенок очередь обращаться ребенок пз ребенок ответ получать – кровь производить назад забор сказать клиент неделя забор претензия вена пациентка час производить отказываться хотеть забор возмущать медсестра прождать ,3
295,пациентка предъявление полагать претензия родство хотеть сказать документ скидка 30 семья возмущать разница скидка возмещать учет подтверждать пз пациентка анализ 30 сдача требовать член – клиент ,0
296,пациентка анализ анализ герпес g анализ пациент клиент 512 антитело обратный пациентка претензия хотеть пцр ждать тип взять герпес подходить тип звонок кровь медсестра вирус медсестра сказать 1 – простой вирус 2 анализ сдавать простой 2 хотеть 1 код ,1
297,пз итог недовольный – медсестра рассмотрение м добавлять обратный клиент пз просить хотеть связь претензия необходимый ,1
298,стоять поток возмущать » ровно пациентка устраивать мусорка прождать клиент утверждать – очень попадать 2 надеяться сложно сдача час пз хотеть « маленький кровь претензия использовать работать регистратор взять большой очередь человек оформление бахила разрываться пациентка работа регистратор ,0
299,необходимо исследование клиент исследование сдача телефон пз – супруга моча линия проинформить пациентка ситуация предупреждать контейнер пз обращаться пз сотрудник поведение выполнять уточнять сотрудник претензия свой итог возможность сотрудник выполнять соединять забывать хотеть исследование поэтому привозить высмеивать ), пациентка горячий некорректный курс материал супруга супруг необходимо ,1
